#Time stamp,Missing info,jobID,"Task index within the job",machine ID,Event type,username,Scheduling class,Priority,resource request for CPU cores,resource request for RAM,resource request for local disk space,different-machine constraint,
0,2,3418356,4,6955600,0,70s3v5qRyCO/1PCdI6fVXnrW8FU/w+5CKRSa72xgcIo=,3,9,,,,,
0,2,3418363,0,866746667,0,70s3v5qRyCO/1PCdI6fVXnrW8FU/w+5CKRSa72xgcIo=,3,9,,,,,
0,2,3418363,1,1442486585,0,70s3v5qRyCO/1PCdI6fVXnrW8FU/w+5CKRSa72xgcIo=,3,9,,,,,
0,,3418368,0,376211539,0,70s3v5qRyCO/1PCdI6fVXnrW8FU/w+5CKRSa72xgcIo=,3,9,0.03125,0.08691,0.0004549,0,
0,,3418368,1,5782232,0,70s3v5qRyCO/1PCdI6fVXnrW8FU/w+5CKRSa72xgcIo=,3,9,0.03125,0.08691,0.0004549,0,
0,,3418368,2,5781488,0,70s3v5qRyCO/1PCdI6fVXnrW8FU/w+5CKRSa72xgcIo=,3,9,0.03125,0.08691,0.0004549,0,
0,,3418375,0,,0,70s3v5qRyCO/1PCdI6fVXnrW8FU/w+5CKRSa72xgcIo=,3,9,0.0625,0.09277,0.000494,0,
0,2,3418375,1,227414872,0,70s3v5qRyCO/1PCdI6fVXnrW8FU/w+5CKRSa72xgcIo=,3,9,,,,,
0,,3418380,0,6608763,0,70s3v5qRyCO/1PCdI6fVXnrW8FU/w+5CKRSa72xgcIo=,3,9,0.1875,0.09839,0.0008612,0,
0,,3418380,1,3233542229,0,70s3v5qRyCO/1PCdI6fVXnrW8FU/w+5CKRSa72xgcIo=,3,9,0.1875,0.09839,0.0008612,0,
0,2,3418385,0,672515,0,70s3v5qRyCO/1PCdI6fVXnrW8FU/w+5CKRSa72xgcIo=,3,9,,,,,
0,2,3418385,1,336021545,0,70s3v5qRyCO/1PCdI6fVXnrW8FU/w+5CKRSa72xgcIo=,3,9,,,,,
0,2,3418390,0,564444639,0,70s3v5qRyCO/1PCdI6fVXnrW8FU/w+5CKRSa72xgcIo=,3,9,,,,,
0,2,3418390,1,6640648,0,70s3v5qRyCO/1PCdI6fVXnrW8FU/w+5CKRSa72xgcIo=,3,9,,,,,
0,2,3418390,2,1338948,0,70s3v5qRyCO/1PCdI6fVXnrW8FU/w+5CKRSa72xgcIo=,3,9,,,,,
0,2,3418390,3,1437072475,0,70s3v5qRyCO/1PCdI6fVXnrW8FU/w+5CKRSa72xgcIo=,3,9,,,,,
0,2,3418390,4,294973335,0,70s3v5qRyCO/1PCdI6fVXnrW8FU/w+5CKRSa72xgcIo=,3,9,,,,,
0,2,3418395,0,1331706,0,70s3v5qRyCO/1PCdI6fVXnrW8FU/w+5CKRSa72xgcIo=,3,9,,,,,
0,2,3418395,1,336036882,0,70s3v5qRyCO/1PCdI6fVXnrW8FU/w+5CKRSa72xgcIo=,3,9,,,,,
0,,3418400,0,294887209,0,70s3v5qRyCO/1PCdI6fVXnrW8FU/w+5CKRSa72xgcIo=,3,9,0.125,0.09082,0.0004702,0,
0,,3418400,1,1335782,0,70s3v5qRyCO/1PCdI6fVXnrW8FU/w+5CKRSa72xgcIo=,3,9,0.125,0.09082,0.0004702,0,
0,,3418405,0,6567284,0,70s3v5qRyCO/1PCdI6fVXnrW8FU/w+5CKRSa72xgcIo=,3,9,0.0625,0.09277,0.000494,0,
0,,3418405,1,410058079,0,70s3v5qRyCO/1PCdI6fVXnrW8FU/w+5CKRSa72xgcIo=,3,9,0.0625,0.09277,0.000494,0,
0,,3418405,2,155313295,0,70s3v5qRyCO/1PCdI6fVXnrW8FU/w+5CKRSa72xgcIo=,3,9,0.0625,0.09277,0.000494,0,
0,,3418405,3,4802475358,0,70s3v5qRyCO/1PCdI6fVXnrW8FU/w+5CKRSa72xgcIo=,3,9,0.0625,0.09277,0.000494,0,
0,,3418412,0,431038861,0,70s3v5qRyCO/1PCdI6fVXnrW8FU/w+5CKRSa72xgcIo=,3,9,0.125,0.09021,0.0008211,0,
0,,3418412,1,907812,0,70s3v5qRyCO/1PCdI6fVXnrW8FU/w+5CKRSa72xgcIo=,3,9,0.125,0.09021,0.0008211,0,
0,,3418417,0,82732361,0,70s3v5qRyCO/1PCdI6fVXnrW8FU/w+5CKRSa72xgcIo=,3,9,0.1875,0.09106,0.0008287,0,
0,,3418417,1,2912464652,0,70s3v5qRyCO/1PCdI6fVXnrW8FU/w+5CKRSa72xgcIo=,3,9,0.1875,0.09106,0.0008287,0,
0,2,3418422,0,4820238819,0,70s3v5qRyCO/1PCdI6fVXnrW8FU/w+5CKRSa72xgcIo=,3,9,,,,,
0,2,3418422,1,905814,0,70s3v5qRyCO/1PCdI6fVXnrW8FU/w+5CKRSa72xgcIo=,3,9,,,,,
0,,3418427,0,1439356567,0,70s3v5qRyCO/1PCdI6fVXnrW8FU/w+5CKRSa72xgcIo=,3,9,0.125,0.08691,0.0004702,0,
0,,3418427,1,84847796,0,70s3v5qRyCO/1PCdI6fVXnrW8FU/w+5CKRSa72xgcIo=,3,9,0.125,0.08691,0.0004702,0,
0,,3418432,0,329144835,0,70s3v5qRyCO/1PCdI6fVXnrW8FU/w+5CKRSa72xgcIo=,3,9,0.0625,0.09473,0.0004702,0,
0,,3418432,1,1269048,0,70s3v5qRyCO/1PCdI6fVXnrW8FU/w+5CKRSa72xgcIo=,3,9,0.0625,0.09473,0.0004702,0,
0,,3418437,0,348769060,0,70s3v5qRyCO/1PCdI6fVXnrW8FU/w+5CKRSa72xgcIo=,3,9,0.0625,0.09485,0.000494,0,
0,,3418437,1,904514,0,70s3v5qRyCO/1PCdI6fVXnrW8FU/w+5CKRSa72xgcIo=,3,9,0.0625,0.09485,0.000494,0,
0,2,3418442,0,318418982,0,70s3v5qRyCO/1PCdI6fVXnrW8FU/w+5CKRSa72xgcIo=,3,9,,,,,
0,2,3418442,1,38655581,0,70s3v5qRyCO/1PCdI6fVXnrW8FU/w+5CKRSa72xgcIo=,3,9,,,,,
0,2,3418442,2,344595418,0,70s3v5qRyCO/1PCdI6fVXnrW8FU/w+5CKRSa72xgcIo=,3,9,,,,,
0,2,3418442,3,4217136868,0,70s3v5qRyCO/1PCdI6fVXnrW8FU/w+5CKRSa72xgcIo=,3,9,,,,,
0,2,3418442,4,4469371300,0,70s3v5qRyCO/1PCdI6fVXnrW8FU/w+5CKRSa72xgcIo=,3,9,,,,,
0,2,3418442,5,1095481,0,70s3v5qRyCO/1PCdI6fVXnrW8FU/w+5CKRSa72xgcIo=,3,9,,,,,
0,2,3418442,6,167553463,0,70s3v5qRyCO/1PCdI6fVXnrW8FU/w+5CKRSa72xgcIo=,3,9,,,,,
0,2,3418442,7,7753127,0,70s3v5qRyCO/1PCdI6fVXnrW8FU/w+5CKRSa72xgcIo=,3,9,,,,,
0,,6590371,0,376751173,0,70s3v5qRyCO/1PCdI6fVXnrW8FU/w+5CKRSa72xgcIo=,3,9,0.1875,0.0159,0.00007057,0,
0,,6590371,1,16915982,0,70s3v5qRyCO/1PCdI6fVXnrW8FU/w+5CKRSa72xgcIo=,3,9,0.1875,0.0159,0.00007057,0,
0,,6590376,0,1664088958,0,70s3v5qRyCO/1PCdI6fVXnrW8FU/w+5CKRSa72xgcIo=,3,9,0.0625,0.124,0.0005445,0,
0,,6590376,1,905062,0,70s3v5qRyCO/1PCdI6fVXnrW8FU/w+5CKRSa72xgcIo=,3,9,0.0625,0.124,0.0005445,0,
0,2,6590381,0,2549393774,0,70s3v5qRyCO/1PCdI6fVXnrW8FU/w+5CKRSa72xgcIo=,3,9,,,,,
0,2,6590381,1,660404,0,70s3v5qRyCO/1PCdI6fVXnrW8FU/w+5CKRSa72xgcIo=,3,9,,,,,
0,2,6590386,0,3349189108,0,70s3v5qRyCO/1PCdI6fVXnrW8FU/w+5CKRSa72xgcIo=,3,9,,,,,
0,2,6590386,1,711355,0,70s3v5qRyCO/1PCdI6fVXnrW8FU/w+5CKRSa72xgcIo=,3,9,,,,,
0,,6590391,0,257395954,0,70s3v5qRyCO/1PCdI6fVXnrW8FU/w+5CKRSa72xgcIo=,3,9,0.03125,0.08765,0.0004702,0,
0,,6590391,1,323143631,0,70s3v5qRyCO/1PCdI6fVXnrW8FU/w+5CKRSa72xgcIo=,3,9,0.03125,0.08765,0.0004702,0,
0,2,6724944,0,6640087,0,70s3v5qRyCO/1PCdI6fVXnrW8FU/w+5CKRSa72xgcIo=,3,9,,,,,
0,2,6724944,1,1695367,0,70s3v5qRyCO/1PCdI6fVXnrW8FU/w+5CKRSa72xgcIo=,3,9,,,,,
0,,6724949,0,4303324432,0,70s3v5qRyCO/1PCdI6fVXnrW8FU/w+5CKRSa72xgcIo=,3,9,0.03125,0.08472,0.0004625,0,
0,,6724949,1,6566431,0,70s3v5qRyCO/1PCdI6fVXnrW8FU/w+5CKRSa72xgcIo=,3,9,0.03125,0.08472,0.0004625,0,
0,,6933047,0,3002041692,0,y1zb4shvaJurgBq+U8Ba9lm6r6qffGJOHPOT+2c7Zzo=,3,10,0.0625,0.02545,0.0002317,0,
0,,6933059,0,1429206364,0,y1zb4shvaJurgBq+U8Ba9lm6r6qffGJOHPOT+2c7Zzo=,2,10,0.06873,0.04706,0.0001545,0,
0,,7053513,0,63625892,0,iV68dcBG/5coLZyooOnXWm9MpRg+xiBqLp2MVgNJ8B4=,3,9,0.03125,0.003109,0.00003815,0,
0,,7053513,1,418572,0,iV68dcBG/5coLZyooOnXWm9MpRg+xiBqLp2MVgNJ8B4=,3,9,0.03125,0.003109,0.00003815,0,
0,,7053513,2,6567849,0,iV68dcBG/5coLZyooOnXWm9MpRg+xiBqLp2MVgNJ8B4=,3,9,0.03125,0.003109,0.00003815,0,
0,,15705910,0,6566577,0,WVtO5qw3sNnP4MeiRUnqr07CekrYMU12Mc7GbsgnjhQ=,2,10,0.1382,0.1041,0.0001926,0,
0,,17109330,0,766861936,0,WVtO5qw3sNnP4MeiRUnqr07CekrYMU12Mc7GbsgnjhQ=,3,9,0.0625,0.09778,0.0005016,0,
0,,17109330,1,376751173,0,WVtO5qw3sNnP4MeiRUnqr07CekrYMU12Mc7GbsgnjhQ=,3,9,0.0625,0.09778,0.0005016,0,
0,,17109330,2,225796507,0,WVtO5qw3sNnP4MeiRUnqr07CekrYMU12Mc7GbsgnjhQ=,3,9,0.0625,0.09778,0.0005016,0,
0,,17109330,3,682371,0,WVtO5qw3sNnP4MeiRUnqr07CekrYMU12Mc7GbsgnjhQ=,3,9,0.0625,0.09778,0.0005016,0,
0,,17109330,4,2274790591,0,WVtO5qw3sNnP4MeiRUnqr07CekrYMU12Mc7GbsgnjhQ=,3,9,0.0625,0.09778,0.0005016,0,
0,,17109330,5,696935762,0,WVtO5qw3sNnP4MeiRUnqr07CekrYMU12Mc7GbsgnjhQ=,3,9,0.0625,0.09778,0.0005016,0,
0,,17109330,6,854831961,0,WVtO5qw3sNnP4MeiRUnqr07CekrYMU12Mc7GbsgnjhQ=,3,9,0.0625,0.09778,0.0005016,0,
0,,17109330,7,1340414,0,WVtO5qw3sNnP4MeiRUnqr07CekrYMU12Mc7GbsgnjhQ=,3,9,0.0625,0.09778,0.0005016,0,
0,,17109330,8,2538311,0,WVtO5qw3sNnP4MeiRUnqr07CekrYMU12Mc7GbsgnjhQ=,3,9,0.0625,0.09778,0.0005016,0,
0,,17109330,9,766053,0,WVtO5qw3sNnP4MeiRUnqr07CekrYMU12Mc7GbsgnjhQ=,3,9,0.0625,0.09778,0.0005016,0,
0,,17109330,10,1094506,0,WVtO5qw3sNnP4MeiRUnqr07CekrYMU12Mc7GbsgnjhQ=,3,9,0.0625,0.09778,0.0005016,0,
0,,17109330,11,336052738,0,WVtO5qw3sNnP4MeiRUnqr07CekrYMU12Mc7GbsgnjhQ=,3,9,0.0625,0.09778,0.0005016,0,
0,,17109330,12,294847236,0,WVtO5qw3sNnP4MeiRUnqr07CekrYMU12Mc7GbsgnjhQ=,3,9,0.0625,0.09778,0.0005016,0,
0,,17109330,13,3384384006,0,WVtO5qw3sNnP4MeiRUnqr07CekrYMU12Mc7GbsgnjhQ=,3,9,0.0625,0.09778,0.0005016,0,
0,,17109330,14,1436333485,0,WVtO5qw3sNnP4MeiRUnqr07CekrYMU12Mc7GbsgnjhQ=,3,9,0.0625,0.09778,0.0005016,0,
0,,17109330,15,1199483113,0,WVtO5qw3sNnP4MeiRUnqr07CekrYMU12Mc7GbsgnjhQ=,3,9,0.0625,0.09778,0.0005016,0,
0,,17109330,16,1096465,0,WVtO5qw3sNnP4MeiRUnqr07CekrYMU12Mc7GbsgnjhQ=,3,9,0.0625,0.09778,0.0005016,0,
0,,17109330,17,329248550,0,WVtO5qw3sNnP4MeiRUnqr07CekrYMU12Mc7GbsgnjhQ=,3,9,0.0625,0.09778,0.0005016,0,
0,,17109330,18,711681,0,WVtO5qw3sNnP4MeiRUnqr07CekrYMU12Mc7GbsgnjhQ=,3,9,0.0625,0.09778,0.0005016,0,
0,,17109330,19,2851852,0,WVtO5qw3sNnP4MeiRUnqr07CekrYMU12Mc7GbsgnjhQ=,3,9,0.0625,0.09778,0.0005016,0,
0,,17109330,20,1301832,0,WVtO5qw3sNnP4MeiRUnqr07CekrYMU12Mc7GbsgnjhQ=,3,9,0.0625,0.09778,0.0005016,0,
0,,17109330,21,706377,0,WVtO5qw3sNnP4MeiRUnqr07CekrYMU12Mc7GbsgnjhQ=,3,9,0.0625,0.09778,0.0005016,0,
0,,17109330,22,1437091934,0,WVtO5qw3sNnP4MeiRUnqr07CekrYMU12Mc7GbsgnjhQ=,3,9,0.0625,0.09778,0.0005016,0,
0,,17109330,23,7776840,0,WVtO5qw3sNnP4MeiRUnqr07CekrYMU12Mc7GbsgnjhQ=,3,9,0.0625,0.09778,0.0005016,0,
0,,17109330,24,318350764,0,WVtO5qw3sNnP4MeiRUnqr07CekrYMU12Mc7GbsgnjhQ=,3,9,0.0625,0.09778,0.0005016,0,
0,,17109330,25,1271376,0,WVtO5qw3sNnP4MeiRUnqr07CekrYMU12Mc7GbsgnjhQ=,3,9,0.0625,0.09778,0.0005016,0,
0,,17109330,26,16908993,0,WVtO5qw3sNnP4MeiRUnqr07CekrYMU12Mc7GbsgnjhQ=,3,9,0.0625,0.09778,0.0005016,0,
0,,17109330,27,1221110463,0,WVtO5qw3sNnP4MeiRUnqr07CekrYMU12Mc7GbsgnjhQ=,3,9,0.0625,0.09778,0.0005016,0,
0,,17109330,28,1697416,0,WVtO5qw3sNnP4MeiRUnqr07CekrYMU12Mc7GbsgnjhQ=,3,9,0.0625,0.09778,0.0005016,0,
0,,17109330,29,640736354,0,WVtO5qw3sNnP4MeiRUnqr07CekrYMU12Mc7GbsgnjhQ=,3,9,0.0625,0.09778,0.0005016,0,
0,,17109330,30,1436350589,0,WVtO5qw3sNnP4MeiRUnqr07CekrYMU12Mc7GbsgnjhQ=,3,9,0.0625,0.09778,0.0005016,0,
0,,17109330,31,336030260,0,WVtO5qw3sNnP4MeiRUnqr07CekrYMU12Mc7GbsgnjhQ=,3,9,0.0625,0.09778,0.0005016,0,
0,,17109330,32,257340125,0,WVtO5qw3sNnP4MeiRUnqr07CekrYMU12Mc7GbsgnjhQ=,3,9,0.0625,0.09778,0.0005016,0,
0,,17109330,33,317808265,0,WVtO5qw3sNnP4MeiRUnqr07CekrYMU12Mc7GbsgnjhQ=,3,9,0.0625,0.09778,0.0005016,0,
0,,17109330,34,4478521935,0,WVtO5qw3sNnP4MeiRUnqr07CekrYMU12Mc7GbsgnjhQ=,3,9,0.0625,0.09778,0.0005016,0,
0,,17109330,35,595677,0,WVtO5qw3sNnP4MeiRUnqr07CekrYMU12Mc7GbsgnjhQ=,3,9,0.0625,0.09778,0.0005016,0,
0,,17109330,36,351640936,0,WVtO5qw3sNnP4MeiRUnqr07CekrYMU12Mc7GbsgnjhQ=,3,9,0.0625,0.09778,0.0005016,0,
0,,17109330,37,340153818,0,WVtO5qw3sNnP4MeiRUnqr07CekrYMU12Mc7GbsgnjhQ=,3,9,0.0625,0.09778,0.0005016,0,
0,,17109330,38,1759410941,0,WVtO5qw3sNnP4MeiRUnqr07CekrYMU12Mc7GbsgnjhQ=,3,9,0.0625,0.09778,0.0005016,0,
0,,17109330,39,1436350303,0,WVtO5qw3sNnP4MeiRUnqr07CekrYMU12Mc7GbsgnjhQ=,3,9,0.0625,0.09778,0.0005016,0,
0,,17109330,40,5782488,0,WVtO5qw3sNnP4MeiRUnqr07CekrYMU12Mc7GbsgnjhQ=,3,9,0.0625,0.09778,0.0005016,0,
0,,17109330,41,2275635043,0,WVtO5qw3sNnP4MeiRUnqr07CekrYMU12Mc7GbsgnjhQ=,3,9,0.0625,0.09778,0.0005016,0,
0,,17109330,42,1333841,0,WVtO5qw3sNnP4MeiRUnqr07CekrYMU12Mc7GbsgnjhQ=,3,9,0.0625,0.09778,0.0005016,0,
0,,17109330,43,336025726,0,WVtO5qw3sNnP4MeiRUnqr07CekrYMU12Mc7GbsgnjhQ=,3,9,0.0625,0.09778,0.0005016,0,
0,,17109330,44,32087074,0,WVtO5qw3sNnP4MeiRUnqr07CekrYMU12Mc7GbsgnjhQ=,3,9,0.0625,0.09778,0.0005016,0,
0,,17109330,45,431788183,0,WVtO5qw3sNnP4MeiRUnqr07CekrYMU12Mc7GbsgnjhQ=,3,9,0.0625,0.09778,0.0005016,0,
0,,17109330,46,38653355,0,WVtO5qw3sNnP4MeiRUnqr07CekrYMU12Mc7GbsgnjhQ=,3,9,0.0625,0.09778,0.0005016,0,
0,,17109330,47,2006362021,0,WVtO5qw3sNnP4MeiRUnqr07CekrYMU12Mc7GbsgnjhQ=,3,9,0.0625,0.09778,0.0005016,0,
0,,17109330,48,317489995,0,WVtO5qw3sNnP4MeiRUnqr07CekrYMU12Mc7GbsgnjhQ=,3,9,0.0625,0.09778,0.0005016,0,
0,,17109330,49,2851636,0,WVtO5qw3sNnP4MeiRUnqr07CekrYMU12Mc7GbsgnjhQ=,3,9,0.0625,0.09778,0.0005016,0,
0,,17109330,50,1269585,0,WVtO5qw3sNnP4MeiRUnqr07CekrYMU12Mc7GbsgnjhQ=,3,9,0.0625,0.09778,0.0005016,0,
0,,17109330,51,5771811,0,WVtO5qw3sNnP4MeiRUnqr07CekrYMU12Mc7GbsgnjhQ=,3,9,0.0625,0.09778,0.0005016,0,
0,,17109330,52,6608784,0,WVtO5qw3sNnP4MeiRUnqr07CekrYMU12Mc7GbsgnjhQ=,3,9,0.0625,0.09778,0.0005016,0,
0,,17109330,53,345294278,0,WVtO5qw3sNnP4MeiRUnqr07CekrYMU12Mc7GbsgnjhQ=,3,9,0.0625,0.09778,0.0005016,0,
0,,17109330,54,13010155,0,WVtO5qw3sNnP4MeiRUnqr07CekrYMU12Mc7GbsgnjhQ=,3,9,0.0625,0.09778,0.0005016,0,
0,,17109330,55,63625914,0,WVtO5qw3sNnP4MeiRUnqr07CekrYMU12Mc7GbsgnjhQ=,3,9,0.0625,0.09778,0.0005016,0,
0,,17109330,56,711527,0,WVtO5qw3sNnP4MeiRUnqr07CekrYMU12Mc7GbsgnjhQ=,3,9,0.0625,0.09778,0.0005016,0,
0,,17109330,57,1335834,0,WVtO5qw3sNnP4MeiRUnqr07CekrYMU12Mc7GbsgnjhQ=,3,9,0.0625,0.09778,0.0005016,0,
0,,17109330,58,5781906,0,WVtO5qw3sNnP4MeiRUnqr07CekrYMU12Mc7GbsgnjhQ=,3,9,0.0625,0.09778,0.0005016,0,
0,,17109330,59,759590120,0,WVtO5qw3sNnP4MeiRUnqr07CekrYMU12Mc7GbsgnjhQ=,3,9,0.0625,0.09778,0.0005016,0,
0,,17109330,60,1807103,0,WVtO5qw3sNnP4MeiRUnqr07CekrYMU12Mc7GbsgnjhQ=,3,9,0.0625,0.09778,0.0005016,0,
0,,17109330,61,182814928,0,WVtO5qw3sNnP4MeiRUnqr07CekrYMU12Mc7GbsgnjhQ=,3,9,0.0625,0.09778,0.0005016,0,
0,,17109330,62,277433550,0,WVtO5qw3sNnP4MeiRUnqr07CekrYMU12Mc7GbsgnjhQ=,3,9,0.0625,0.09778,0.0005016,0,
0,,17109330,63,6607753,0,WVtO5qw3sNnP4MeiRUnqr07CekrYMU12Mc7GbsgnjhQ=,3,9,0.0625,0.09778,0.0005016,0,
0,,17109330,64,3324440159,0,WVtO5qw3sNnP4MeiRUnqr07CekrYMU12Mc7GbsgnjhQ=,3,9,0.0625,0.09778,0.0005016,0,
0,,17109330,65,1436350862,0,WVtO5qw3sNnP4MeiRUnqr07CekrYMU12Mc7GbsgnjhQ=,3,9,0.0625,0.09778,0.0005016,0,
0,,17109330,66,38713354,0,WVtO5qw3sNnP4MeiRUnqr07CekrYMU12Mc7GbsgnjhQ=,3,9,0.0625,0.09778,0.0005016,0,
0,,17109330,67,487535,0,WVtO5qw3sNnP4MeiRUnqr07CekrYMU12Mc7GbsgnjhQ=,3,9,0.0625,0.09778,0.0005016,0,
0,,17109330,68,2275246689,0,WVtO5qw3sNnP4MeiRUnqr07CekrYMU12Mc7GbsgnjhQ=,3,9,0.0625,0.09778,0.0005016,0,
0,,17109330,69,336061941,0,WVtO5qw3sNnP4MeiRUnqr07CekrYMU12Mc7GbsgnjhQ=,3,9,0.0625,0.09778,0.0005016,0,
0,,17109330,70,564483506,0,WVtO5qw3sNnP4MeiRUnqr07CekrYMU12Mc7GbsgnjhQ=,3,9,0.0625,0.09778,0.0005016,0,
0,,17109330,71,336061825,0,WVtO5qw3sNnP4MeiRUnqr07CekrYMU12Mc7GbsgnjhQ=,3,9,0.0625,0.09778,0.0005016,0,
0,,17109330,72,903474,0,WVtO5qw3sNnP4MeiRUnqr07CekrYMU12Mc7GbsgnjhQ=,3,9,0.0625,0.09778,0.0005016,0,
